% B1P cubic_large
% 2 times : f01 = 520Hz, f02 = 1520Hz% 	Frequency	FOM	ROM_WCAWE
80	0.008347608310863211	0.008580420647383886
100	0.012926198881452387	0.013056159430167356
120	0.01863185811497799	0.01849792978277023
140	0.025711073870031163	0.025482922669776184
160	0.03452517443187839	0.03422881065940406
180	0.045528467721154084	0.04518859999787787
200	0.0592083908948534	0.05884647679479383
220	0.07595881574349574	0.07559672538292954
240	0.09586493250808407	0.09570324872474707
260	0.11843313801806848	0.11820427877017274
280	0.1424139097430646	0.14208540937698008
300	0.16595371029956538	0.1657133666217889
320	0.1871793082207355	0.18704520850880738
340	0.2049384407982986	0.2049373462337913
360	0.21919887258987142	0.219244659964843
380	0.2308921010064702	0.23097229857450474
400	0.24144361879805634	0.24153959759827986
420	0.2523456427231107	0.25244045001075555
440	0.2649315853555747	0.2650127678436048
460	0.28031851488068593	0.28037843240186594
480	0.2994220427398846	0.29945766106156807
500	0.3229648919149902	0.32305317215071727
520	0.3514306121164618	0.35149229867877013
540	0.3849375376209284	0.38499682381285477
560	0.42303553713675474	0.423143811784682
580	0.46447830745120167	0.46450708780502503
600	0.5071010896279285	0.5071651048174064
620	0.5479935956738534	0.5481082366222282
640	0.5840972481738582	0.584292182699256
660	0.6131057827097633	0.6134252023370921
680	0.6342505036219742	0.6347275426710903
700	0.6485264251251908	0.6491399662352937
720	0.6582684565515223	0.6587028871441168
740	0.6663877635719678	0.666370772149863
760	0.6756654018293367	0.6752669040010449
780	0.6883010326651804	0.6872613215289596
800	0.705692463414376	0.7037669328500221
820	0.7283358447878041	0.7253894128860943
840	0.7557771435883748	0.7530201013549191
860	0.7866425577178099	0.783653706172225
880	0.818853531809255	0.8162415545927293
900	0.8501069420332819	0.8482647042658354
920	0.878527340011545	0.8776791444170992
940	0.9031863990002937	0.9039317179055867
960	0.9241813290551605	0.9245390668099406
980	0.9422529650396351	0.9426286016933202
1000	0.9582411115103863	0.9574595227443121
1020	0.9727180096111334	0.9696757276446738
1040	0.9859322972505565	0.9817273924986878
1060	0.9979746881928012	0.9847989354954902
1080	1.0089984619459782	1.0089565905018374
1100	1.0193685550288811	1.0233779759113724
1120	1.0296701726138013	1.02904427278404
1140	1.0405434950818166	1.0280137477035083
1160	1.0523764133182232	1.0402226956031464
1180	1.0649937796167046	1.059310240495546
1200	1.0775400387591145	1.071857681504665
1220	1.0886871703734022	1.0834566090620585
1240	1.0971321369523401	1.0930753935724387
1260	1.1021627602534076	1.1011352236612364
1280	1.1039883642420816	1.1036413509890581
1300	1.103644216165153	1.1078210553912513
1320	1.1025320047378608	1.1065127208281345
1340	1.1018611065979729	1.104567652234897
1360	1.102271454572444	1.1042069149045755
1380	1.1037802263531906	1.105032671583056
1400	1.1060108829758795	1.106729395113636
1420	1.1085233162885337	1.108938102307943
1440	1.1110358881626246	1.111281582649928
1460	1.1134387081345511	1.1133622451353773
1480	1.115661783924106	1.1156406102871692
1500	1.1175452047764947	1.1175361313013092
1520	1.1188103461285852	1.1188452506809148
1540	1.1191202790292378	1.1192324372168936
1560	1.1181466471264663	1.1182253268115234
1580	1.1155835941615266	1.1156962315254206
1600	1.1111349062740825	1.1112443337175166
1620	1.1045537754215478	1.1042841702623674
1640	1.0957731191121451	1.0949524185991677
1660	1.0850654900980559	1.0831040909416274
1680	1.0731123955545605	1.0691223173372526
1700	1.0609064234658188	1.0546977095485677
1720	1.0495225855830865	1.0432963628349519
1740	1.0398742612463079	1.030187895655042
1760	1.032549204160858	1.0273373330492441
1780	1.027743552106155	1.033064232399383
1800	1.0252626297011993	1.0178064204702337
1820	1.0245679509001546	0.9912246441058753
1840	1.024879360464907	1.0228472407320075
1860	1.0253363371733861	1.1697432710712605
1880	1.0251782967850123	1.062334948793658
1900	1.023869960171624	1.0444400161232128
1920	1.0211241192803227	0.861898921384911
1940	1.016846500385418	0.9763462432317541
1960	1.0110749040635347	0.9869888315030876
1980	1.0039612116092138	0.9541691231060843
2000	0.9957829195660433	0.9373300342343465
